PermissionName,ApplicationPermission,DelegatePermission,Description,ApiCount,ApplicationGuid,DelegateGuid,SourceFiles,View
CallEvents.Read,False,False,Read call event data,0,,,,https://graphpermissions.merill.net/permission/CallEvents.Read.html
ChannelMessage.Edit,False,False,Edit user's channel messages,0,,,,https://graphpermissions.merill.net/permission/ChannelMessage.Edit.html
ChannelMessage.ReadWrite,False,False,Read and write user channel messages,6,,,chatmessage-undosoftdelete|chatmessage-undosoftdelete|chatmessage-update|chatmessage-update|chatmess,https://graphpermissions.merill.net/permission/ChannelMessage.ReadWrite.html
ChannelMessage.Send,False,False,Send channel messages,6,,,chatmessage-post|chatmessage-post|chatmessage-setreaction|chatmessage-setreaction|channel-post-messa,https://graphpermissions.merill.net/permission/ChannelMessage.Send.html
Chat.Read,False,False,Read user chat messages,30,,,chat-get|chat-get|chat-get|subscription-list|subscription-list|subscription-list|subscription-list|c,https://graphpermissions.merill.net/permission/Chat.Read.html
Chat.ReadBasic,False,False,Read names and members of user chat threads,19,,,chat-get|chat-get|chat-get|subscription-list|subscription-list|chat-list|subscription-post-subscript,https://graphpermissions.merill.net/permission/Chat.ReadBasic.html
Chat.ReadWrite,False,False,Read and write user chat messages,49,,,chat-get|chat-get|chat-get|chat-post-members|subscription-list|subscription-list|subscription-list|s,https://graphpermissions.merill.net/permission/Chat.ReadWrite.html
ChatMember.Read,False,False,Read the members of chats,11,,,subscription-list|subscription-post-subscriptions|chat-get-members|chat-get-members|subscription-upd,https://graphpermissions.merill.net/permission/ChatMember.Read.html
ChatMember.ReadWrite,False,False,Add and remove members from chats,13,,,chat-post-members|subscription-list|subscription-post-subscriptions|chat-delete-members|chat-get-mem,https://graphpermissions.merill.net/permission/ChatMember.ReadWrite.html
ChatMessage.Read,False,False,Read user chat messages,0,,,,https://graphpermissions.merill.net/permission/ChatMessage.Read.html
ChatMessage.Send,False,False,Send user chat messages,6,,,chatmessage-setreaction|chatmessage-setreaction|chat-post-pinnedmessages|chatmessage-unsetreaction|c,https://graphpermissions.merill.net/permission/ChatMessage.Send.html
ConsentRequest.Create,False,False,Create consent requests,0,,,,https://graphpermissions.merill.net/permission/ConsentRequest.Create.html
ConsentRequest.Read,False,False,Read consent requests created by the user,0,,,,https://graphpermissions.merill.net/permission/ConsentRequest.Read.html
ConsentRequest.ReadApprove.All,False,False,Read and approve consent requests,0,,,,https://graphpermissions.merill.net/permission/ConsentRequest.ReadApprove.All.html
Contacts.Read.Shared,False,False,Read user and shared contacts,0,,,,https://graphpermissions.merill.net/permission/Contacts.Read.Shared.html
Contacts.ReadWrite.Shared,False,False,Read and write user and shared contacts,0,,,,https://graphpermissions.merill.net/permission/Contacts.ReadWrite.Shared.html
CrossTenantUserProfileSharing.Read,False,False,Read shared cross-tenant user profile and export data,4,,,outboundshareduserprofile-list-tenants|inboundshareduserprofile-get|directory-list-outboundshareduse,https://graphpermissions.merill.net/permission/CrossTenantUserProfileSharing.Read.html
CrossTenantUserProfileSharing.ReadWrite,False,False,Read shared cross-tenant user profile and export or delete data,6,,,tenantreference-removepersonaldata|inboundshareduserprofile-removepersonaldata|outboundshareduserpro,https://graphpermissions.merill.net/permission/CrossTenantUserProfileSharing.ReadWrite.html
Device.Command,False,False,Communicate with user devices,0,,,,https://graphpermissions.merill.net/permission/Device.Command.html
Device.Read,False,False,Read user devices,0,,,,https://graphpermissions.merill.net/permission/Device.Read.html
Directory.AccessAsUser.All,False,False,Access directory as the signed in user,86,,,opentypeextension-delete|opentypeextension-delete|opentypeextension-delete|opentypeextension-delete|,https://graphpermissions.merill.net/permission/Directory.AccessAsUser.All.html
EAS.AccessAsUser.All,False,False,Access mailboxes via Exchange ActiveSync,0,,,,https://graphpermissions.merill.net/permission/EAS.AccessAsUser.All.html
EduAdministration.Read,False,False,Read education app settings,4,,,educationsynchronizationprofile-get|educationsynchronizationprofile-list|educationsynchronizationpro,https://graphpermissions.merill.net/permission/EduAdministration.Read.html
EduAdministration.ReadWrite,False,False,Manage education app settings,12,,,educationsynchronizationprofile-get|educationsynchronizationprofile-put|educationsynchronizationprof,https://graphpermissions.merill.net/permission/EduAdministration.ReadWrite.html
EduAssignments.Read,False,False,Read users' class assignments and their grades,28,,,educationsubmission-list-submittedresources|educationsubmittedsubmissionresource-get|educationassign,https://graphpermissions.merill.net/permission/EduAssignments.Read.html
EduAssignments.ReadBasic,False,False,Read users' class assignments without grades,26,,,educationsubmission-list-submittedresources|educationsubmittedsubmissionresource-get|educationassign,https://graphpermissions.merill.net/permission/EduAssignments.ReadBasic.html
EduAssignments.ReadWrite,False,False,Read and write users' class assignments and their grades,71,,,educationassignment-publish|educationsubmission-list-submittedresources|educationassignment-setupfee,https://graphpermissions.merill.net/permission/EduAssignments.ReadWrite.html
EduAssignments.ReadWriteBasic,False,False,Read and write users' class assignments without grades,57,,,educationassignment-publish|educationsubmission-list-submittedresources|educationsubmittedsubmission,https://graphpermissions.merill.net/permission/EduAssignments.ReadWriteBasic.html
EduCurricula.Read,False,False,Read the user's class modules and resources,4,,,educationmodule-list-resources|educationmoduleresource-get|educationclass-list-modules|educationmodu,https://graphpermissions.merill.net/permission/EduCurricula.Read.html
EduCurricula.ReadWrite,False,False,Read and write the user's class modules and resources,14,,,educationmodule-list-resources|educationmodule-setupresourcesfolder|educationmodule-post-resources|e,https://graphpermissions.merill.net/permission/EduCurricula.ReadWrite.html
EduRoster.Read,False,False,Read users' view of the roster,8,,,educationuser-get-user|educationuser-get-user|educationuser-get-user|educationuser-get-user|educatio,https://graphpermissions.merill.net/permission/EduRoster.Read.html
EduRoster.ReadBasic,False,False,Read a limited subset of users' view of the roster,27,,,educationuser-list-classes|educationuser-list-classes|educationuser-get-user|educationuser-get-user|,https://graphpermissions.merill.net/permission/EduRoster.ReadBasic.html
EduRoster.ReadWrite,False,False,Read and write users' view of the roster,3,,,educationuser-delta|educationschool-delta|educationclass-delta|educationuser-delta|educationschool-d,https://graphpermissions.merill.net/permission/EduRoster.ReadWrite.html
email,False,False,View users' email address,0,,,,https://graphpermissions.merill.net/permission/email.html
EntitlementMgmt-SubjectAccess.ReadWrite,False,False,Read and write entitlement management resources related to self-service operations,0,,,,https://graphpermissions.merill.net/permission/EntitlementMgmt-SubjectAccess.ReadWrite.html
EWS.AccessAsUser.All,False,False,Access mailboxes as the signed-in user via Exchange Web Services,0,,,,https://graphpermissions.merill.net/permission/EWS.AccessAsUser.All.html
Family.Read,False,False,Read your family info,0,,,,https://graphpermissions.merill.net/permission/Family.Read.html
Files.Read,False,False,Read user files,125,,,driveitemversion-get-contents|driveitemversion-get-contents|driveitemversion-get-contents|driveitemv,https://graphpermissions.merill.net/permission/Files.Read.html
Files.Read.Selected,False,False,Read files that the user selects (preview),0,,,,https://graphpermissions.merill.net/permission/Files.Read.Selected.html
Files.ReadWrite,False,False,Have full access to user files,953,,,range-lastcolumn|range-lastcolumn|range-lastcolumn|range-lastcolumn|range-lastcolumn|range-lastcolum,https://graphpermissions.merill.net/permission/Files.ReadWrite.html
Files.ReadWrite.Selected,False,False,Read and write files that the user selects (preview),4,,,nameditem-delete|nameditem-delete|nameditem-delete|nameditem-delete|,https://graphpermissions.merill.net/permission/Files.ReadWrite.Selected.html
Financials.ReadWrite.All,False,False,Read and write financials data,77,,,dynamics-create-vendor|dynamics-create-vendor|dynamics-journalline-get|dynamics-journalline-get|dyna,https://graphpermissions.merill.net/permission/Financials.ReadWrite.All.html
Goals-Export.Read.All,False,False,Read all goals and export jobs that a user can access,2,,,goalsexportjob-get|goals-list-exportjobs|,https://graphpermissions.merill.net/permission/Goals-Export.Read.All.html
Goals-Export.ReadWrite.All,False,False,Have full access to all goals and export jobs a user can access,1,,,goals-post-exportjobs|,https://graphpermissions.merill.net/permission/Goals-Export.ReadWrite.All.html
IMAP.AccessAsUser.All,False,False,Read and write access to mailboxes via IMAP.,0,,,,https://graphpermissions.merill.net/permission/IMAP.AccessAsUser.All.html
InformationProtectionConfig.Read,False,False,Read configurations for protecting organizational data applicable to the user,0,,,,https://graphpermissions.merill.net/permission/InformationProtectionConfig.Read.html
InformationProtectionPolicy.Read,False,False,Read user sensitivity labels and label policies.,23,,,informationprotectionlabel-evaluateapplication|informationprotectionlabel-evaluateapplication|securi,https://graphpermissions.merill.net/permission/InformationProtectionPolicy.Read.html
LearningAssignedCourse.Read,False,False,Read user's assignments,1,,,learningcourseactivity-get|learningcourseactivity-get|,https://graphpermissions.merill.net/permission/LearningAssignedCourse.Read.html
LearningProvider.Read,False,False,Read learning provider,2,,,employeeexperience-list-learningproviders|learningprovider-get|employeeexperience-list-learningprovi,https://graphpermissions.merill.net/permission/LearningProvider.Read.html
LearningProvider.ReadWrite,False,False,Manage learning provider,5,,,employeeexperience-list-learningproviders|learningprovider-get|learningprovider-update|employeeexper,https://graphpermissions.merill.net/permission/LearningProvider.ReadWrite.html
LearningSelfInitiatedCourse.Read,False,False,Read user's self-initiated courses,1,,,learningcourseactivity-get|learningcourseactivity-get|,https://graphpermissions.merill.net/permission/LearningSelfInitiatedCourse.Read.html
Mail.Read.Shared,False,False,Read user and shared mail,2,,,user-getmailtips|user-getmailtips|user-getmailtips|user-getmailtips|,https://graphpermissions.merill.net/permission/Mail.Read.Shared.html
Mail.ReadBasic.Shared,False,False,Read user and shared basic mail,0,,,,https://graphpermissions.merill.net/permission/Mail.ReadBasic.Shared.html
Mail.ReadWrite.Shared,False,False,Read and write user and shared mail,0,,,,https://graphpermissions.merill.net/permission/Mail.ReadWrite.Shared.html
Mail.Send.Shared,False,False,Send mail on behalf of others,0,,,,https://graphpermissions.merill.net/permission/Mail.Send.Shared.html
MailboxFolder.Read,False,False,Read a user's mailbox folders,0,,,,https://graphpermissions.merill.net/permission/MailboxFolder.Read.html
MailboxFolder.ReadWrite,False,False,Read and write a user's mailbox folders,0,,,,https://graphpermissions.merill.net/permission/MailboxFolder.ReadWrite.html
MailboxItem.ImportExport,False,False,Allows the app to perform backup and restore of mailbox items,0,,,,https://graphpermissions.merill.net/permission/MailboxItem.ImportExport.html
MailboxItem.Read,False,False,Read a user's mailbox items,0,,,,https://graphpermissions.merill.net/permission/MailboxItem.Read.html
ManagedTenants.Read.All,False,False,Read all managed tenant information,22,,,managedtenants-tenantcustomizedinformation-get|managedtenants-auditevent-get|managedtenants-manageme,https://graphpermissions.merill.net/permission/ManagedTenants.Read.All.html
ManagedTenants.ReadWrite.All,False,False,Read and write all managed tenant information,32,,,managedtenants-managementaction-apply|managedtenants-tenantcustomizedinformation-get|managedtenants-,https://graphpermissions.merill.net/permission/ManagedTenants.ReadWrite.All.html
Notes.Create,False,False,Create user OneNote notebooks,94,,,notebook-copynotebook|notebook-copynotebook|notebook-copynotebook|page-copytosection|page-copytosect,https://graphpermissions.merill.net/permission/Notes.Create.html
Notes.Read,False,False,Read user OneNote notebooks,63,,,notebook-list-sections|notebook-list-sections|notebook-list-sections|notebook-list-sections|onenote-,https://graphpermissions.merill.net/permission/Notes.Read.html
Notes.ReadWrite,False,False,Read and write user OneNote notebooks,115,,,notebook-copynotebook|notebook-copynotebook|notebook-copynotebook|page-copytosection|page-copytosect,https://graphpermissions.merill.net/permission/Notes.ReadWrite.html
Notes.ReadWrite.CreatedByApp,False,False,Limited notebook access (deprecated),0,,,,https://graphpermissions.merill.net/permission/Notes.ReadWrite.CreatedByApp.html
Notifications.ReadWrite.CreatedByApp,False,False,Deliver and manage user notifications for this app,1,,,user-post-notifications|notifications-post|,https://graphpermissions.merill.net/permission/Notifications.ReadWrite.CreatedByApp.html
offline_access,False,False,Maintain access to data you have given it access to,0,,,,https://graphpermissions.merill.net/permission/offline_access.html
OnlineMeetings.Read,False,False,Read user's online meetings,16,,,onlinemeeting-getalltranscripts|onlinemeeting-get|onlinemeeting-get|onlinemeeting-getallrecordings|v,https://graphpermissions.merill.net/permission/OnlineMeetings.Read.html
OnlineMeetings.ReadWrite,False,False,Read and create user's online meetings,45,,,onlinemeeting-update|onlinemeeting-update|onlinemeeting-getalltranscripts|onlinemeeting-get|onlineme,https://graphpermissions.merill.net/permission/OnlineMeetings.ReadWrite.html
openid,False,False,Sign users in,0,,,,https://graphpermissions.merill.net/permission/openid.html
People.Read,False,False,Read users' relevant people lists,2,,,user-list-people|user-list-people|user-list-people|user-list-people|,https://graphpermissions.merill.net/permission/People.Read.html
Place.ReadWrite.All,False,False,Read and write organization places,1,,,place-update|place-update|,https://graphpermissions.merill.net/permission/Place.ReadWrite.All.html
Policy.ReadWrite.MobilityManagement,False,False,Read and write your organization's mobility management policies,14,,,mobiledevicemanagementpolicies-update|mobileappmanagementpolicies-delete-includedgroups|mobileappman,https://graphpermissions.merill.net/permission/Policy.ReadWrite.MobilityManagement.html
POP.AccessAsUser.All,False,False,Read and write access to mailboxes via POP.,0,,,,https://graphpermissions.merill.net/permission/POP.AccessAsUser.All.html
Presence.Read,False,False,Read user's presence information,3,,,presence-get|presence-get|presence-get|presence-get|presence-get|presence-get|,https://graphpermissions.merill.net/permission/Presence.Read.html
Presence.ReadWrite,False,False,Read and write a user's presence information,5,,,presence-clearpresence|presence-setuserpreferredpresence|presence-clearuserpreferredpresence|presenc,https://graphpermissions.merill.net/permission/Presence.ReadWrite.html
PrintConnector.Read.All,False,False,Read print connectors,12,,,printconnector-get|printer-list-connectors|print-list-connectors|printserviceendpoint-get|printservi,https://graphpermissions.merill.net/permission/PrintConnector.Read.All.html
PrintConnector.ReadWrite.All,False,False,Read and write print connectors,15,,,printconnector-get|printconnector-update|printconnector-delete|printer-list-connectors|print-list-co,https://graphpermissions.merill.net/permission/PrintConnector.ReadWrite.All.html
Printer.Create,False,False,Register printers  ,10,,,printserviceendpoint-get|printservice-get|printoperation-get|printer-create|printservice-list-endpoi,https://graphpermissions.merill.net/permission/Printer.Create.html
Printer.FullControl.All,False,False,"Register, read, update, and unregister printers",21,,,printtasktrigger-get|printer-delete-tasktrigger|printer-restorefactorydefaults|printoperation-get|pr,https://graphpermissions.merill.net/permission/Printer.FullControl.All.html
PrinterShare.Read.All,False,False,Read printer shares,16,,,print-list-shares|printershare-list-allowedusers|printserviceendpoint-get|printservice-get|printserv,https://graphpermissions.merill.net/permission/PrinterShare.Read.All.html
PrinterShare.ReadBasic.All,False,False,Read basic information about printer shares,12,,,print-list-shares|printserviceendpoint-get|printservice-get|printservice-list-endpoints|printershare,https://graphpermissions.merill.net/permission/PrinterShare.ReadBasic.All.html
PrinterShare.ReadWrite.All,False,False,Read and write printer shares,30,,,print-list-shares|printershare-list-allowedusers|printserviceendpoint-get|printservice-get|printersh,https://graphpermissions.merill.net/permission/PrinterShare.ReadWrite.All.html
PrintJob.Create,False,False,Create print jobs,12,,,printdocument-createuploadsession|printserviceendpoint-get|printservice-get|printjob-start|printserv,https://graphpermissions.merill.net/permission/PrintJob.Create.html
PrintJob.Read,False,False,Read user's print jobs,14,,,printdocument-get-file|printserviceendpoint-get|printservice-get|printershare-list-jobs|printservice,https://graphpermissions.merill.net/permission/PrintJob.Read.html
PrintJob.ReadBasic,False,False,Read basic information of user's print jobs,12,,,printserviceendpoint-get|printservice-get|printershare-list-jobs|printservice-list-endpoints|printer,https://graphpermissions.merill.net/permission/PrintJob.ReadBasic.html
PrintJob.ReadWrite,False,False,Read and write user's print jobs,23,,,printdocument-createuploadsession|printdocument-get-file|printserviceendpoint-get|printservice-get|p,https://graphpermissions.merill.net/permission/PrintJob.ReadWrite.html
PrintJob.ReadWriteBasic,False,False,Read and write basic information of user's print jobs,20,,,printserviceendpoint-get|printservice-get|printjob-start|printershare-list-jobs|printservice-list-en,https://graphpermissions.merill.net/permission/PrintJob.ReadWriteBasic.html
PrintSettings.ReadWrite.All,False,False,Read and write tenant-wide print settings,9,,,printserviceendpoint-get|printservice-get|printservice-list-endpoints|print-update-settings|print-ge,https://graphpermissions.merill.net/permission/PrintSettings.ReadWrite.All.html
profile,False,False,View users' basic profile,0,,,,https://graphpermissions.merill.net/permission/profile.html
ResourceSpecificPermissionGrant.ReadForChat,False,False,Read resource specific permissions granted on a chat,1,,,chat-list-permissiongrants|,https://graphpermissions.merill.net/permission/ResourceSpecificPermissionGrant.ReadForChat.html
ResourceSpecificPermissionGrant.ReadForTeam,False,False,Read resource specific permissions granted on a team,0,,,,https://graphpermissions.merill.net/permission/ResourceSpecificPermissionGrant.ReadForTeam.html
ResourceSpecificPermissionGrant.ReadForUser,False,False,Read resource specific permissions granted on a user account,1,,,user-list-permissiongrants|user-list-permissiongrants|,https://graphpermissions.merill.net/permission/ResourceSpecificPermissionGrant.ReadForUser.html
ServiceMessageViewpoint.Write,False,False,Update user status on service announcement messages,6,,,serviceupdatemessage-unarchive|serviceupdatemessage-markread|serviceupdatemessage-unfavorite|service,https://graphpermissions.merill.net/permission/ServiceMessageViewpoint.Write.html
ShortNotes.Read,False,False,Read short notes of the signed-in user,0,,,,https://graphpermissions.merill.net/permission/ShortNotes.Read.html
ShortNotes.ReadWrite,False,False,"Read, create, edit, and delete short notes of the signed-in user",0,,,,https://graphpermissions.merill.net/permission/ShortNotes.ReadWrite.html
SMTP.Send,False,False,Send emails from mailboxes using SMTP AUTH.,0,,,,https://graphpermissions.merill.net/permission/SMTP.Send.html
Subscription.Read.All,False,False,"Read all webhook subscriptions ",1,,,subscription-list|subscription-list|subscription-list|subscription-list|subscription-list|subscripti,https://graphpermissions.merill.net/permission/Subscription.Read.All.html
Tasks.Read,False,False,Read user's tasks and task lists,118,,,todotask-delta|todotask-delta|plannerplan-get|plannerbucket-list-tasks|planner-list-plans|todotask-l,https://graphpermissions.merill.net/permission/Tasks.Read.html
Tasks.Read.Shared,False,False,Read user and shared tasks,0,,,,https://graphpermissions.merill.net/permission/Tasks.Read.Shared.html
Tasks.ReadWrite,False,False,"Create, read, update, and delete user’s tasks and task lists",312,,,todotask-delta|todotask-delta|todo-post-lists|todo-post-lists|plannerplan-get|plannerbucket-list-tas,https://graphpermissions.merill.net/permission/Tasks.ReadWrite.html
Tasks.ReadWrite.Shared,False,False,Read and write user and shared tasks,0,,,,https://graphpermissions.merill.net/permission/Tasks.ReadWrite.Shared.html
TeamsActivity.Read,False,False,Read user's teamwork activity feed,0,,,,https://graphpermissions.merill.net/permission/TeamsActivity.Read.html
TeamsAppInstallation.ReadForChat,False,False,Read installed Teams apps in chats,3,,,chat-get-installedapps|chat-list-permissiongrants|chat-list-installedapps|chat-get-installedapps|cha,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForChat.html
TeamsAppInstallation.ReadForTeam,False,False,Read installed Teams apps in teams,3,,,team-list-permissiongrants|team-list-installedapps|team-get-installedapps|team-list-permissiongrants,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForTeam.html
TeamsAppInstallation.ReadForUser,False,False,Read user's installed Teams apps,4,,,userteamwork-get-installedapps|userscopeteamsappinstallation-get-chat|team-get-installedapps|usertea,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadForUser.html
TeamsAppInstallation.ReadWriteAndConsentForChat,False,False,Manage installed Teams apps in chats,3,,,chat-list-installedapps|chat-post-installedapps|chat-teamsappinstallation-upgrade|chat-list-installe,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForChat.html
TeamsAppInstallation.ReadWriteAndConsentForTeam,False,False,Manage installed Teams apps in teams,3,,,team-list-installedapps|team-get-installedapps|team-teamsappinstallation-upgrade|team-list-installed,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForTeam.html
TeamsAppInstallation.ReadWriteAndConsentForUser,False,False,Manage installation and permission grants of Teams apps in users' personal scope,6,,,user-list-permissiongrants|userteamwork-delete-installedapps|userteamwork-get-installedapps|userteam,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentForUser.html
TeamsAppInstallation.ReadWriteAndConsentSelfForChat,False,False,Allow the Teams app to manage itself and its permission grants in chats,3,,,chat-list-installedapps|chat-post-installedapps|chat-teamsappinstallation-upgrade|chat-list-installe,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForChat.html
TeamsAppInstallation.ReadWriteAndConsentSelfForTeam,False,False,Allow the Teams app to manage itself and its permission grants in teams,4,,,team-list-installedapps|team-get-installedapps|team-teamsappinstallation-upgrade|team-post-installed,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForTeam.html
TeamsAppInstallation.ReadWriteAndConsentSelfForUser,False,False,Allow the Teams app to manage itself and its permission grants in user accounts,6,,,user-list-permissiongrants|userteamwork-delete-installedapps|userteamwork-get-installedapps|userteam,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteAndConsentSelfForUser.html
TeamsAppInstallation.ReadWriteForChat,False,False,Manage installed Teams apps in chats,6,,,chat-get-installedapps|chat-delete-installedapps|chat-list-permissiongrants|chat-list-installedapps|,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForChat.html
TeamsAppInstallation.ReadWriteForTeam,False,False,Manage installed Teams apps in teams,6,,,team-list-permissiongrants|team-list-installedapps|team-get-installedapps|team-teamsappinstallation-,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForTeam.html
TeamsAppInstallation.ReadWriteForUser,False,False,Manage user's installed Teams apps,6,,,userteamwork-delete-installedapps|userteamwork-get-installedapps|userscopeteamsappinstallation-get-c,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteForUser.html
TeamsAppInstallation.ReadWriteSelfForChat,False,False,Allow the Teams app to manage itself in chats,6,,,chat-get-installedapps|chat-delete-installedapps|chat-list-permissiongrants|chat-list-installedapps|,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForChat.html
TeamsAppInstallation.ReadWriteSelfForTeam,False,False,Allow the app to manage itself in teams,6,,,team-list-permissiongrants|team-list-installedapps|team-get-installedapps|team-get-installedapps|tea,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForTeam.html
TeamsAppInstallation.ReadWriteSelfForUser,False,False,Allow the Teams app to manage itself for a user,6,,,userteamwork-delete-installedapps|userteamwork-get-installedapps|userscopeteamsappinstallation-get-c,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ReadWriteSelfForUser.html
TeamsTab.ReadWriteForChat,False,False,Allow the Teams app to manage all tabs in chats,5,,,chat-post-tabs|chat-patch-tabs|chat-patch-tabs|chat-get-tabs|chat-delete-tabs|chat-delete-tabs|chat-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForChat.html
TeamsTab.ReadWriteForTeam,False,False,Allow the Teams app to manage all tabs in teams,7,,,channel-list-tabs|channel-get-tabs|channel-post-tabs|channel-patch-tabs|channel-delete-tabs|channel-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForTeam.html
TeamsTab.ReadWriteForUser,False,False,Allow the Teams app to manage all tabs for a user,0,,,,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteForUser.html
TeamsTab.ReadWriteSelfForChat,False,False,Allow the Teams app to manage only its own tabs in chats,5,,,chat-post-tabs|chat-patch-tabs|chat-get-tabs|chat-delete-tabs|chat-list-tabs|chat-post-tabs|chat-pat,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForChat.html
TeamsTab.ReadWriteSelfForTeam,False,False,Allow the Teams app to manage only its own tabs in teams,7,,,channel-list-tabs|channel-get-tabs|channel-post-tabs|channel-patch-tabs|channel-delete-tabs|channel-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForTeam.html
TeamsTab.ReadWriteSelfForUser,False,False,Allow the Teams app to manage only its own tabs for a user,0,,,,https://graphpermissions.merill.net/permission/TeamsTab.ReadWriteSelfForUser.html
TeamTemplates.Read,False,False,Read available Teams templates,4,,,teamtemplatedefinition-get|teamwork-list-teamtemplates|teamtemplatedefinition-get-teamdefinition|tea,https://graphpermissions.merill.net/permission/TeamTemplates.Read.html
TeamworkTag.Read,False,False,Read tags in Teams,8,,,teamworktagmember-list|teamworktag-get|teamworktag-list|teamworktagmember-get|teamworktagmember-list,https://graphpermissions.merill.net/permission/TeamworkTag.Read.html
TeamworkTag.ReadWrite,False,False,Read and write tags in Teams,16,,,teamworktag-update|teamworktagmember-list|teamworktag-get|teamworktag-delete|teamworktag-list|teamwo,https://graphpermissions.merill.net/permission/TeamworkTag.ReadWrite.html
TeamworkUserInteraction.Read.All,False,False,Read all of the possible Teams interactions between the user and other users,0,,,,https://graphpermissions.merill.net/permission/TeamworkUserInteraction.Read.All.html
ThreatAssessment.ReadWrite.All,False,False,Read and write threat assessment requests,3,,,threatassessmentrequest-get|informationprotection-post-threatassessmentrequests|informationprotectio,https://graphpermissions.merill.net/permission/ThreatAssessment.ReadWrite.All.html
ThreatSubmission.Read,False,False,Read threat submissions,8,,,security-emailthreatsubmissionpolicy-get|security-filethreatsubmission-list|security-emailthreatsubm,https://graphpermissions.merill.net/permission/ThreatSubmission.Read.html
ThreatSubmission.ReadWrite,False,False,Read and write threat submissions,11,,,security-emailthreatsubmissionpolicy-get|security-filethreatsubmission-list|security-emailthreatsubm,https://graphpermissions.merill.net/permission/ThreatSubmission.ReadWrite.html
Topic.Read.All,False,False,Read topic items,0,,,,https://graphpermissions.merill.net/permission/Topic.Read.All.html
UnifiedGroupMember.Read.AsGuest,False,False,Read unified group memberships as guest,0,,,,https://graphpermissions.merill.net/permission/UnifiedGroupMember.Read.AsGuest.html
User.Read,False,False,Sign in and read user profile,178,,,user-list-createdobjects|user-list-createdobjects|usersettings-get|educationuser-get-user|educationu,https://graphpermissions.merill.net/permission/User.Read.html
User.ReadWrite,False,False,Read and write access to user profile,312,,,user-list-createdobjects|user-list-createdobjects|usersettings-update|opentypeextension-delete|opent,https://graphpermissions.merill.net/permission/User.ReadWrite.html
UserActivity.ReadWrite.CreatedByApp,False,False,Read and write app activity to users' activity feed,6,,,projectrome-get-activities|projectrome-put-historyitem|projectrome-delete-activity|projectrome-put-a,https://graphpermissions.merill.net/permission/UserActivity.ReadWrite.CreatedByApp.html
UserAuthenticationMethod.Read,False,False,Read user authentication methods.,25,,,authentication-list-emailmethods|authentication-list-emailmethods|fido2authenticationmethod-get|fido,https://graphpermissions.merill.net/permission/UserAuthenticationMethod.Read.html
UserAuthenticationMethod.ReadWrite,False,False,Read and write user authentication methods,46,,,authentication-list-emailmethods|authentication-list-emailmethods|fido2authenticationmethod-delete|f,https://graphpermissions.merill.net/permission/UserAuthenticationMethod.ReadWrite.html
UserTeamwork.Read,False,False,Read user teamwork settings,1,,,userteamwork-get|userteamwork-get|,https://graphpermissions.merill.net/permission/UserTeamwork.Read.html
UserTimelineActivity.Write.CreatedByApp,False,False,Write app activity to users' timeline,0,,,,https://graphpermissions.merill.net/permission/UserTimelineActivity.Write.CreatedByApp.html
VirtualAppointment.Read,False,False,Read a user's virtual appointments,2,,,virtualappointment-getvirtualappointmentjoinweburl|virtualappointment-getvirtualappointmentjoinwebur,https://graphpermissions.merill.net/permission/VirtualAppointment.Read.html
VirtualAppointment.ReadWrite,False,False,Read and write a user's virtual appointments  ,2,,,virtualappointment-getvirtualappointmentjoinweburl|virtualappointment-getvirtualappointmentjoinwebur,https://graphpermissions.merill.net/permission/VirtualAppointment.ReadWrite.html
VirtualEvent.Read,False,False,Read your virtual events,21,,,virtualeventpresenter-get|virtualeventpresenter-get|subscription-post-subscriptions|virtualeventtown,https://graphpermissions.merill.net/permission/VirtualEvent.Read.html
VirtualEvent.ReadWrite,False,False,Read and write your virtual events,32,,,virtualeventtownhall-cancel|virtualeventregistrationconfiguration-post-questions|virtualeventpresent,https://graphpermissions.merill.net/permission/VirtualEvent.ReadWrite.html
